user_id,user_screen_name,user_friends_count,user_create_at,tweet_id,tweet_lang,tweet_country_code,tweet_country,tweet_place_type,tweet_place_name,tweet_coordinates,tweet_nbr_hashtags,tweet_hashtags,user_mentions_nbr,user_mentions_ids_str,user_mentions_screen_name,retweet_id,retweet_hashtags,quoted_status_id_tweet,quote_status_id_str,quote_status_id_screen_name,retweet_hashtags_nbr,status
935984845,liizzz4,187,Fri Nov 09 02:51:26 +0000 2012,1008360071540011009,en,,,,,[],,[],1.0,['296649346'],['ocmayra'],1.0082101629796229e+18,[],,,,,normal
102611434,johanlund,639,Thu Jan 07 07:48:45 +0000 2010,1008360072169259008,en,,,,,[],,[],1.0,['705174625659916288'],['brazilstat'],1.008355283209515e+18,[],,,,,normal
1528352514,isaacx_1,279,Tue Jun 18 17:39:09 +0000 2013,1008360071762411521,en,,,,,[],,[],1.0,['870110790245785600'],['itsanguiano13'],1.0080210854329221e+18,[],1.0079944582380544e+18,890891.0,BleacherReport,,normal
284421757,adedapox,2795,Tue Apr 19 07:35:43 +0000 2011,1008360072941068289,en,,,,,[],,[],1.0,['123285950'],['vikkiangelx'],1.0080280545082614e+18,[],1.0079762054826762e+18,358160535.0,Tunnyking,,normal
899283936832106496,blablableta,1,Sun Aug 20 14:56:13 +0000 2017,1008360072899104769,pl,,,,,[],1.0,['germex'],,[],[],,[],,,,,normal
93911788,toluadek,476,Tue Dec 01 18:17:12 +0000 2009,1008360073859649536,en,,,,,[],,[],1.0,['705174625659916288'],['brazilstat'],1.008355283209515e+18,[],,,,,normal
2397982418,jocrooky,4984,Wed Mar 19 14:41:31 +0000 2014,1008360074073518080,en,,,,,[],,[],1.0,['306233293'],['paystreamltd'],1.0079409025921761e+18,[],,,,,normal
3881944397,wychowany_na_x,155,Tue Oct 06 16:11:35 +0000 2015,1008360075214381057,pl,,,,,[],,[],,[],[],,[],1.008253849944064e+18,8.837249720275149e+17,waldemar_kowal,,normal
2578261977,malikkhussein,107,Mon Jun 02 19:22:29 +0000 2014,1008360075268968448,ar,,,,,[],,[],,[],[],,[],1.0076240973989683e+18,52660746.0,Israel,,normal
2202052600,o_ukua,968,Sat Nov 30 17:49:21 +0000 2013,1008360075969421312,en,,,,,[],,[],1.0,['1502668368'],['tanyalokshina'],1.0073027518801428e+18,[],,,,,normal
126476354,matheusesouza,1017,Fri Mar 26 00:31:37 +0000 2010,1008360075495387136,pt,,,,,[],,[],,[],[],,[],1.0083464403751322e+18,2350218440.0,DFB_Team_EN,,normal
983193949362941952,sexysmx,73,Mon Apr 09 04:04:39 +0000 2018,1008360075944062981,es,,,,,[],5.0,"['mex', 'mundialderusia2018', 'rusia2018', 'copa2018', 'alemania']",2.0,"['974764586158247936', '268361752']","['famosasmundial', 'miseleccionmx']",1.0083595820859105e+18,"['mex', 'mundialderusia2018', 'rusia2018', 'copa2018', 'alemania']",,,,5.0,normal
44213993,mrrojop,368,Tue Jun 02 21:32:39 +0000 2009,1008360077441490949,en,,,,,[],,[],1.0,['32858257'],['otiadjei'],1.0077341910422446e+18,[],1.0077323665200128e+18,32858257.0,OtiAdjei,,normal
566544989,deninhonell,1314,Sun Apr 29 18:20:58 +0000 2012,1008360078712410114,en,,,,,[],3.0,"['fathersday', 'fathers', 'parlay']",5.0,"['2482057016', '898397238', '1699435988', '25073877', '2482057016']","['chiles_dc', 'jerseykidpicks', 'ericlevitsky', 'realdonaldtrump', 'chiles_dc']",1.008343882692776e+18,"['fathersday', 'fathers', 'parlay']",1.0082875778775613e+18,898397238.0,JerseyKidPicks,3.0,normal
209754778,eriatha,124,Fri Oct 29 21:21:46 +0000 2010,1008360079773585408,en,,,,,[],,[],,[],[],,[],,,,,normal
734461323896053760,kaikelly_,229,Sun May 22 19:10:00 +0000 2016,1008360079844921344,en,,,,,[],,[],1.0,['705174625659916288'],['brazilstat'],1.008355283209515e+18,[],,,,,normal
860556772255387648,monterrey_360,573,Fri May 05 18:08:17 +0000 2017,1008360080067186688,es,,,,,[],1.0,['mundial2018'],,[],[],,[],,,,,normal
51813525,marnalaman,903,Sun Jun 28 19:21:09 +0000 2009,1008360079844728833,in,,,,,[],,[],,[],[],,[],1.0083474556818555e+18,794725016.0,ThrowbackAFC,,normal
2614196587,jonathan100898,44,Wed Jul 09 20:34:06 +0000 2014,1008360080507572225,es,,,,,[],2.0,"['mexicovsgermany', 'russia2018']",,[],[],,[],,,,,normal
163524307,sammunnery,1461,Tue Jul 06 16:52:14 +0000 2010,1008360080536895488,en,,,,,[],,[],2.0,"['10933912', '1665996914']","['timessport', 'jamesgheerbrant']",1.0083584585240781e+18,[],,,,,normal
961635767608102913,silverwolffex,712,Thu Feb 08 16:20:08 +0000 2018,1008360081124151296,en,,,,,[],1.0,['fortnite'],1.0,['986504335138926592'],['battleroyaleen'],1.008156721125249e+18,[],,,,,normal
204714938,thespyguy21,16430,Tue Oct 19 09:37:34 +0000 2010,1008360078943162368,en,,,,,[],5.0,"['thespyguy', 'happyfathersday', 'fathersday', 'gift', 'mancave']",,[],[],,[],,,,,normal
53452045,kennykaymaan,2134,Fri Jul 03 18:00:16 +0000 2009,1008360081702785024,en,,,,,[],,[],1.0,['2603067229'],['photosofootball'],1.0080343486066074e+18,[],,,,,normal
226807228,nairb_18,212,Wed Dec 15 03:40:01 +0000 2010,1008360082097098753,en,,,,,[],4.0,"['mex', 'ger', 'mex', 'eltrieng']",1.0,['135560807'],['mexicoworldcup'],1.0083479364875633e+18,"['mex', 'ger', 'mex', 'eltrieng']",,,,4.0,normal
759695298,bavariantweets,283,Wed Aug 15 16:30:44 +0000 2012,1008360082046881792,en,,,,,[],2.0,"['ger', 'mex']",,[],[],,[],,,,,normal
482013070,skinnyp_sa,1115,Fri Feb 03 12:37:15 +0000 2012,1008360082143371264,en,,,,,[],,[],,[],[],,[],1.008359239486722e+18,84564373.0,TinasheZA,,normal
226626340,tyberivs,501,Tue Dec 14 17:12:10 +0000 2010,1008360081988182016,en,,,,,[],,[],1.0,['705174625659916288'],['brazilstat'],1.008355283209515e+18,[],,,,,normal
131586052,rafuunka,56,Sat Apr 10 18:30:11 +0000 2010,1008360082273431552,es,,,,,[],,[],,[],[],,[],1.0082101629796229e+18,296649346.0,OCmayra,,normal
900354020665155584,wtf066,21,Wed Aug 23 13:48:21 +0000 2017,1008360082613075968,en,,,,,[],,[],1.0,['4876303211'],['wwe_news_nbc'],1.0080918030174495e+18,[],,,,,normal
1641623754,dat_boy_cyril,483,Sat Aug 03 00:29:34 +0000 2013,1008360082541875200,de,,,,,[],3.0,"['ger', 'mex', 'mex']",1.0,['1944665077'],['squawkanews'],1.0083497140419297e+18,"['ger', 'mex']",,,,2.0,normal
69492821,sachasucha,74,Fri Aug 28 03:30:56 +0000 2009,1008360083040997376,en,,,,,[],,[],1.0,['705174625659916288'],['brazilstat'],1.008355283209515e+18,[],,,,,normal
2881797634,lopes_26y,569,Mon Nov 17 21:56:34 +0000 2014,1008360083359756291,pt,,,,,[],,[],1.0,['973984276915073030'],['deusbrahimi_'],1.0083307371988173e+18,[],1.0083291836746752e+18,7.524882637478339e+17,B24PT,,normal
747522496778252288,mariopalos9,164,Mon Jun 27 20:10:26 +0000 2016,1008360083338776576,es,,,,,[],2.0,"['todoelmundolosabe', 'russia2018']",2.0,"['58583789', '120256278']","['libresylokos', 'tigresoficial']",1.008330695456854e+18,['todoelmundolosabe'],,,,1.0,normal
931462047891562498,skate_tabito,284,Fri Nov 17 10:00:32 +0000 2017,1008360084181639168,ja,,,,,[],4.0,"['ドイツ', 'ger', 'メキシコ', 'mex']",1.0,['114409817'],['sn_soccer'],1.0083537315223839e+18,"['ドイツ', 'ger', 'メキシコ', 'mex']",,,,4.0,normal
